sweep_setting,reference,method,metric,n,interval_available,mean_method_minus_reference,ci_low,ci_high,method_win_rate,reference_win_rate,tie_rate
window=8.0,adaptive_ridge,static_ridge,rmse,30,true,-0.009118207552576463,-0.012549233704604533,-0.005687181400548394,0.8666666666666667,0.13333333333333333,0.0
window=8.0,adaptive_ridge,rls,rmse,30,true,-0.02080948874210848,-0.022720233862676114,-0.018898743621540846,1.0,0.0,0.0
window=8.0,adaptive_ridge,hedge,rmse,30,true,0.038335428795883815,0.022387442743803228,0.0542834148479644,0.13333333333333333,0.8666666666666667,0.0
window=8.0,adaptive_ridge,exp3,rmse,30,true,0.28049583263770794,0.25584320738938915,0.30514845788602674,0.0,1.0,0.0
window=8.0,adaptive_ridge,fixed_share,rmse,30,true,0.019240372564885373,0.009166911258084989,0.029313833871685756,0.16666666666666666,0.8333333333333334,0.0
window=8.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.018154111517711343,-0.02072672570850262,-0.015581497326920065,1.0,0.0,0.0
window=8.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.06661525068111822,0.042864932628428665,0.09036556873380777,0.03333333333333333,0.9666666666666667,0.0
window=8.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.148467382853472,0.12316713644696882,0.1737676292599752,0.03333333333333333,0.9666666666666667,0.0
window=8.0,adaptive_ridge,validation_best_member,rmse,30,true,0.17520140469230894,0.1391911261439412,0.21121168324067668,0.03333333333333333,0.9666666666666667,0.0
window=10.0,adaptive_ridge,static_ridge,rmse,30,true,-0.013078031379246806,-0.01621799647195358,-0.009938066286540034,0.9,0.1,0.0
window=10.0,adaptive_ridge,rls,rmse,30,true,-0.02476931256877882,-0.026805912569411457,-0.022732712568146185,1.0,0.0,0.0
window=10.0,adaptive_ridge,hedge,rmse,30,true,0.03437560496921347,0.018439520803978426,0.050311689134448515,0.23333333333333334,0.7666666666666667,0.0
window=10.0,adaptive_ridge,exp3,rmse,30,true,0.27653600881103757,0.2516798480932121,0.30139216952886305,0.0,1.0,0.0
window=10.0,adaptive_ridge,fixed_share,rmse,30,true,0.01528054873821503,0.00492252553741193,0.025638571939018133,0.3,0.7,0.0
window=10.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.022113935344381684,-0.024665102081144284,-0.019562768607619085,1.0,0.0,0.0
window=10.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.06265542685444787,0.03895805362673761,0.08635280008215813,0.13333333333333333,0.8666666666666667,0.0
window=10.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.14450755902680162,0.11884653890614258,0.17016857914746067,0.03333333333333333,0.9666666666666667,0.0
window=10.0,adaptive_ridge,validation_best_member,rmse,30,true,0.17124158086563857,0.1347778884678596,0.20770527326341753,0.03333333333333333,0.9666666666666667,0.0
window=15.0,adaptive_ridge,static_ridge,rmse,30,true,-0.022781438529237693,-0.026493328415456298,-0.019069548643019088,0.9666666666666667,0.03333333333333333,0.0
window=15.0,adaptive_ridge,rls,rmse,30,true,-0.03447271971876971,-0.03746346415598407,-0.03148197528155535,1.0,0.0,0.0
window=15.0,adaptive_ridge,hedge,rmse,30,true,0.024672197819222585,0.008755270972177608,0.04058912466626756,0.36666666666666664,0.6333333333333333,0.0
window=15.0,adaptive_ridge,exp3,rmse,30,true,0.26683260166104666,0.24172308215391672,0.29194212116817664,0.0,1.0,0.0
window=15.0,adaptive_ridge,fixed_share,rmse,30,true,0.005577141588224147,-0.004808552640645116,0.01596283581709341,0.5333333333333333,0.4666666666666667,0.0
window=15.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.03181734249437256,-0.03510018878349001,-0.02853449620525511,1.0,0.0,0.0
window=15.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.05295201970445699,0.02907773113958607,0.0768263082693279,0.2,0.8,0.0
window=15.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.13480415187681075,0.10857749679150588,0.1610308069621156,0.03333333333333333,0.9666666666666667,0.0
window=15.0,adaptive_ridge,validation_best_member,rmse,30,true,0.16153817371564771,0.12469265275077518,0.19838369468052025,0.03333333333333333,0.9666666666666667,0.0
window=20.0,adaptive_ridge,static_ridge,rmse,30,true,-0.03082502756019824,-0.035268076728877606,-0.026381978391518877,1.0,0.0,0.0
window=20.0,adaptive_ridge,rls,rmse,30,true,-0.04251630874973026,-0.04650510315108956,-0.03852751434837096,1.0,0.0,0.0
window=20.0,adaptive_ridge,hedge,rmse,30,true,0.016628608788262035,0.0005440675700104126,0.03271315000651366,0.5,0.5,0.0
window=20.0,adaptive_ridge,exp3,rmse,30,true,0.25878901263008613,0.234106762868134,0.28347126239203824,0.0,1.0,0.0
